Unnamed: 0,gene symbol,ensembl ID,overallAssociationScore,geneticAssociations,somaticMutations,drugs,pathwaysSystemsBiology,textMining,rnaExpression,animalModels,targetName,Open Targets,Consensus-RNAseq:Low,Proteomics-DB:Low,HPA-Ab:,Mouse Infertility,Druggable,CITDBase,normalized RNA expression,Ovarian stroma cells,Follicle cells
3870,REG3A,ENSG00000172016,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,regenerating family member 3 alpha,True,,,,,,,0.2,not detected,not detected
3871,PPA1,ENSG00000180817,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,inorganic pyrophosphatase 1,True,,,,,,,17.9,not detected,high
3872,FZD6,ENSG00000164930,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,frizzled class receptor 6,True,,,,,,,11.6,low,medium
3873,PTPRN,ENSG00000054356,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,protein tyrosine phosphatase receptor type N,True,,,,,,,1.3,not detected,not detected
3874,DEFB4A,ENSG00000177257,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,defensin beta 4A,True,,,,,,,0.0,na,na
3875,TMED2,ENSG00000086598,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,transmembrane p24 trafficking protein 2,True,,,,,,,37.4,not detected,medium
3876,POGZ,ENSG00000143442,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,pogo transposable element derived with ZNF domain,True,,,,,,,37.4,medium,na
3877,DDIT3,ENSG00000285133,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,DNA damage inducible transcript 3,True,,,,,,,3.9,na,na
3878,S100A1,ENSG00000160678,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,S100 calcium binding protein A1,True,,,,,,,2.2,not detected,not detected
3879,SPIN1,ENSG00000106723,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,spindlin 1,True,,,,,,,32.2,high,na
3880,HSD11B2,ENSG00000176387,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,hydroxysteroid 11-beta dehydrogenase 2,True,,,,,,,4.8,not detected,na
3881,AFF2,ENSG00000155966,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,AF4/FMR2 family member 2,True,,,,,,,2.0,not detected,na
3882,VTCN1,ENSG00000134258,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,V-set domain containing T cell activation inhibitor 1,True,,,,,,,4.5,not detected,na
3883,ROPN1L,ENSG00000145491,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,rhophilin associated tail protein 1 like,True,—,CTB,—,,—,True,1.9,not detected,not detected
3884,TRRAP,ENSG00000196367,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,transformation/transcription domain associated protein,True,,,,,,,22.4,na,na
3885,TRIB1,ENSG00000173334,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,tribbles pseudokinase 1,True,,,,,,,6.4,na,na
3886,ASPA,ENSG00000108381,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,aspartoacylase,True,,,,,,,2.9,not detected,not detected
3887,PADI2,ENSG00000117115,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,peptidyl arginine deiminase 2,True,,,,,,,1.1,not detected,not detected
3888,CAPRIN1,ENSG00000135387,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,cell cycle associated protein 1,True,,,,,,,41.0,medium,low
3889,ASAP2,ENSG00000151693,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,"ArfGAP with SH3 domain, ankyrin repeat and PH domain 2",True,,,,,,,7.9,low,na
3890,COL6A1,ENSG00000142156,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,collagen type VI alpha 1 chain,True,,,,,,,83.0,medium,not detected
3891,ACTA1,ENSG00000143632,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,"actin alpha 1, skeletal muscle",True,,,,,,,0.2,not detected,not detected
3892,SLC8B1,ENSG00000089060,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,solute carrier family 8 member B1,True,,,,,,,35.1,not detected,na
3893,TNFRSF10B,ENSG00000120889,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,TNF receptor superfamily member 10b,True,,,,,,,16.2,medium,medium
3894,CNKSR1,ENSG00000142675,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,connector enhancer of kinase suppressor of Ras 1,True,,,,,,,2.5,na,na
3895,MCC,ENSG00000171444,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,MCC regulator of WNT signaling pathway,True,,,,,,,49.4,medium,na
3896,WNT9A,ENSG00000143816,0.002217479,No data,No data,No data,No data,0.011087396,No data,No data,Wnt family member 9A,True,,,,,,,8.9,na,na
3897,MEG3,ENSG00000214548,0.002012157,No data,No data,No data,No data,0.010060785,No data,No data,maternally expressed 3,True,,,,,,,,na,na
3898,SGTA,ENSG00000104969,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,small glutamine rich tetratricopeptide repeat co-chaperone alpha,True,,,,,,,30.2,low,na
3899,FCGR3B,ENSG00000162747,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,Fc fragment of IgG receptor IIIb,True,,,,,,,1.2,na,na
3900,NBR1,ENSG00000188554,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,NBR1 autophagy cargo receptor,True,,,,,,,34.1,low,na
3901,FCGR3A,ENSG00000203747,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,Fc fragment of IgG receptor IIIa,True,,,,,,,1.4,not detected,not detected
3902,MUC16,ENSG00000181143,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,"mucin 16, cell surface associated",True,F,—,—,,Y,True,0.0,not detected,not detected
3903,AIMP2,ENSG00000106305,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,aminoacyl tRNA synthetase complex interacting multifunctional protein 2,True,,,,,,,7.5,not detected,low
3904,LRSAM1,ENSG00000148356,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,leucine rich repeat and sterile alpha motif containing 1,True,,,,,,,16.0,low,medium
3905,SMAD2,ENSG00000175387,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,SMAD family member 2,True,,,,,,,36.6,medium,not detected
3906,F3,ENSG00000018236,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,"coagulation factor III, tissue factor",True,,,,,,,32.3,not detected,not detected
3907,SMARCB1,ENSG00000099956,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily b, member 1",True,,,,,,,21.3,high,na
3908,ISYNA1,ENSG00000105655,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,inositol-3-phosphate synthase 1,True,,,,,,,31.6,medium,na
3909,TCN1,ENSG00000134827,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,transcobalamin 1,True,,,,,,,0.2,na,na
3910,CNTN5,ENSG00000149972,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,contactin 5,True,,,,,,,0.4,low,na
3911,RNU1-1,ENSG00000206652,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,"RNA, U1 small nuclear 1",True,,,,,,,,na,na
3912,SNORD109A,ENSG00000274640,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,"small nucleolar RNA, C/D box 109A",True,,,,,,,,na,na
3913,GLB1,ENSG00000170266,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,galactosidase beta 1,True,,,,,,,18.3,not detected,na
3914,CEP41,ENSG00000106477,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,centrosomal protein 41,True,,,,,,,5.2,not detected,na
3915,MYT1L,ENSG00000186487,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,myelin transcription factor 1 like,True,,,,,,,1.1,na,na
3916,TALDO1,ENSG00000177156,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,transaldolase 1,True,,,,,,,23.4,na,na
3917,PLAU,ENSG00000122861,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,"plasminogen activator, urokinase",True,,,,,,,6.8,low,low
3918,CRK,ENSG00000167193,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,"CRK proto-oncogene, adaptor protein",True,,,,,,,21.4,not detected,na
3919,POLDIP2,ENSG00000004142,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,DNA polymerase delta interacting protein 2,True,,,,,,,10.8,na,na
3920,DDC,ENSG00000132437,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,dopa decarboxylase,True,,,,,,,0.4,not detected,not detected
3921,AHSA1,ENSG00000100591,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,activator of HSP90 ATPase activity 1,True,F,—,—,,—,True,30.3,not detected,low
3922,B3GAT2,ENSG00000112309,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,"beta-1,3-glucuronyltransferase 2",True,,,,,,,1.1,na,na
3923,RNF19A,ENSG00000034677,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,"ring finger protein 19A, RBR E3 ubiquitin protein ligase",True,,,,,,,24.8,medium,na
3924,FAM172A,ENSG00000113391,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,family with sequence similarity 172 member A,True,,,,,,,23.0,low,na
3925,GRAP2,ENSG00000100351,0.001847899,No data,No data,No data,No data,0.009239496,No data,No data,GRB2 related adaptor protein 2,True,,,,,,,1.0,not detected,not detected
3926,NOTCH4,ENSG00000204301,0.001519587,0.000165069,No data,No data,No data,0.007391597,No data,No data,notch receptor 4,True,,,,,,,2.5,na,na
3927,TNFSF15,ENSG00000181634,0.00150682,0.000114,No data,No data,No data,0.007391597,No data,No data,TNF superfamily member 15,True,,,,,,,0.7,na,na
3928,LYZ,ENSG00000090382,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,lysozyme,True,,,,,,,4.5,not detected,not detected
3929,ARHGAP11A,ENSG00000198826,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,Rho GTPase activating protein 11A,True,,,,,,,0.8,not detected,not detected
3930,CMTM7,ENSG00000153551,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,CKLF like MARVEL transmembrane domain containing 7,True,,,,,,,9.3,na,na
3931,RNU11,ENSG00000274978,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"RNA, U11 small nuclear",True,,,,,,,,na,na
3932,USP9Y,ENSG00000114374,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,ubiquitin specific peptidase 9 Y-linked,True,,,,,,,0.0,na,na
3933,DLG2,ENSG00000108852,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,discs large MAGUK scaffold protein 2,True,,,,,,,2.8,not detected,na
3934,ALDH5A1,ENSG00000112294,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,aldehyde dehydrogenase 5 family member A1,True,,,,,,,5.8,not detected,na
3935,SCD5,ENSG00000145284,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,stearoyl-CoA desaturase 5,True,,,,,,,42.7,not detected,medium
3936,SNORD118,ENSG00000200463,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"small nucleolar RNA, C/D box 118",True,,,,,,,,na,na
3937,SERPINE2,ENSG00000135919,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,serpin family E member 2,True,,,,,,,38.4,na,na
3938,KMT2E,ENSG00000005483,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,lysine methyltransferase 2E (inactive),True,,,,,,,33.5,not detected,not detected
3939,SOAT1,ENSG00000057252,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,sterol O-acyltransferase 1,True,,,,,,,10.8,not detected,not detected
3940,RBFOX2,ENSG00000100320,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,RNA binding fox-1 homolog 2,True,,,,,,,43.3,high,na
3941,ESRRB,ENSG00000119715,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,estrogen related receptor beta,True,,,,,,,0.0,na,na
3942,TFAM,ENSG00000108064,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"transcription factor A, mitochondrial",True,,,,,,,18.4,low,low
3943,NANOG,ENSG00000111704,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,Nanog homeobox,True,,,,,,,0.5,not detected,not detected
3944,MUC3A,ENSG00000169894,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"mucin 3A, cell surface associated",True,,,,,,,0.0,na,na
3945,ATP4A,ENSG00000105675,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,ATPase H+/K+ transporting subunit alpha,True,,,,,,,0.1,not detected,not detected
3946,ABCA4,ENSG00000198691,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,ATP binding cassette subfamily A member 4,True,,,,,,,0.3,not detected,not detected
3947,IL3RA,ENSG00000185291,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,interleukin 3 receptor subunit alpha,True,,,,,,,7.6,medium,na
3948,ESPL1,ENSG00000135476,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"extra spindle pole bodies like 1, separase",True,,,,,,,0.3,not detected,not detected
3949,ASTL,ENSG00000188886,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,astacin like metalloendopeptidase,True,,,,,,,0.2,na,na
3950,SMOX,ENSG00000088826,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,spermine oxidase,True,,,,,,,9.2,medium,medium
3951,CDH15,ENSG00000129910,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,cadherin 15,True,,,,,,,0.1,not detected,na
3952,ESAM,ENSG00000149564,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,endothelial cell adhesion molecule,True,,,,,,,8.4,not detected,medium
3953,CLIC1,ENSG00000213719,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,chloride intracellular channel 1,True,,,,,,,34.8,not detected,medium
3954,MIF,ENSG00000163220,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,macrophage migration inhibitory factor,True,,,,,,,3.4,not detected,not detected
3955,ATP12A,ENSG00000075673,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,ATPase H+/K+ transporting non-gastric alpha2 subunit,True,,,,,,,0.1,not detected,na
3956,FKBP14,ENSG00000106080,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,FKBP prolyl isomerase 14,True,,,,,,,13.0,low,na
3957,RPL5,ENSG00000122406,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,ribosomal protein L5,True,,,,,,,296.8,not detected,medium
3958,PHF12,ENSG00000109118,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,PHD finger protein 12,True,,,,,,,20.7,medium,medium
3959,CEP120,ENSG00000168944,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,centrosomal protein 120,True,,,,,,,24.3,na,na
3960,MIR148A,ENSG00000199085,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,microRNA 148a,True,,,,,,,,na,na
3961,NUMA1,ENSG00000137497,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,nuclear mitotic apparatus protein 1,True,,,,,,,51.4,high,na
3962,SPINK5,ENSG00000133710,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,serine peptidase inhibitor Kazal type 5,True,,,,,,,0.1,not detected,na
3963,RGCC,ENSG00000102760,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,regulator of cell cycle,True,,,,,,,1.8,medium,na
3964,GLS2,ENSG00000135423,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,glutaminase 2,True,,,,,,,1.2,low,na
3965,UBXN11,ENSG00000158062,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,UBX domain protein 11,True,,,,,,,9.7,not detected,medium
3966,C6,ENSG00000101182,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,complement C6,True,,,,,,,28.0,low,na
3967,NDEL1,ENSG00000166579,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,nudE neurodevelopment protein 1 like 1,True,,,,,,,27.3,not detected,not detected
3968,RAB27A,ENSG00000069974,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"RAB27A, member RAS oncogene family",True,,,,,,,9.3,not detected,na
3969,BAZ2B,ENSG00000123636,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,bromodomain adjacent to zinc finger domain 2B,True,,,,,,,33.4,not detected,medium
3970,PROC,ENSG00000115718,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"protein C, inactivator of coagulation factors Va and VIIIa",True,,,,,,,0.0,not detected,not detected
3971,FBXO3,ENSG00000110429,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,F-box protein 3,True,,,,,,,18.8,na,na
3972,LPAR3,ENSG00000171517,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,lysophosphatidic acid receptor 3,True,F,—,—,,Y,True,5.1,na,na
3973,KRT1,ENSG00000167768,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,keratin 1,True,,,,,,,0.1,not detected,not detected
3974,MAEA,ENSG00000090316,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"macrophage erythroblast attacher, E3 ubiquitin ligase",True,,,,,,,33.4,low,na
3975,HMGCL,ENSG00000117305,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,3-hydroxy-3-methylglutaryl-CoA lyase,True,,,,,,,6.1,not detected,na
3976,NBEAP1,ENSG00000258590,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,neurobeachin pseudogene 1,True,,,,,,,,na,na
3977,UBE2K,ENSG00000078140,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,ubiquitin conjugating enzyme E2 K,True,,,,,,,16.9,medium,medium
3978,ARC,ENSG00000198576,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,activity regulated cytoskeleton associated protein,True,,,,,,,0.5,na,na
3979,MAGEA4,ENSG00000147381,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,MAGE family member A4,True,,,,,,,0.0,not detected,not detected
3980,DBN1,ENSG00000113758,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,drebrin 1,True,,,,,,,20.2,low,not detected
3981,PRKACB,ENSG00000142875,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,protein kinase cAMP-activated catalytic subunit beta,True,,,,,,,8.3,medium,medium
3982,CD38,ENSG00000004468,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,CD38 molecule,True,,,,,,,0.6,not detected,not detected
3983,GRB2,ENSG00000177885,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,growth factor receptor bound protein 2,True,,,,,,,21.8,medium,na
3984,SDS,ENSG00000126524,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,serine dehydratase,True,,,,,,,31.9,low,na
3985,ABCB6,ENSG00000115657,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,ATP binding cassette subfamily B member 6 (Langereis blood group),True,,,,,,,13.1,medium,na
3986,NPPC,ENSG00000163273,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,natriuretic peptide C,True,,,,,,,1.8,na,na
3987,ING4,ENSG00000111653,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,inhibitor of growth family member 4,True,,,,,,,26.7,not detected,low
3988,CAVIN4,ENSG00000170681,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,caveolae associated protein 4,True,,,,,,,0.0,not detected,not detected
3989,MFAP4,ENSG00000166482,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,microfibril associated protein 4,True,—,—,F,,Y,True,57.6,medium,not detected
3990,HGH1,ENSG00000235173,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,HGH1 homolog,True,,,,,,,9.7,medium,low
3991,PRKACA,ENSG00000072062,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,protein kinase cAMP-activated catalytic subunit alpha,True,,,,,,,47.0,medium,na
3992,SMO,ENSG00000088826,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"smoothened, frizzled class receptor",True,,,,,,,9.2,medium,medium
3993,CCNA1,ENSG00000133101,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,cyclin A1,True,,,,,,,1.2,not detected,not detected
3994,KRIT1,ENSG00000001631,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,KRIT1 ankyrin repeat containing,True,,,,,,,23.1,not detected,not detected
3995,RCVRN,ENSG00000109047,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,recoverin,True,,,,,,,0.3,not detected,not detected
3996,ARSH,ENSG00000205667,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,arylsulfatase family member H,True,,,,,,,0.0,na,na
3997,PPP1R3B,ENSG00000173281,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,protein phosphatase 1 regulatory subunit 3B,True,,,,,,,16.2,not detected,low
3998,PNPLA4,ENSG00000006757,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,patatin like phospholipase domain containing 4,True,,,,,,,14.0,low,na
3999,RAB2A,ENSG00000104388,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"RAB2A, member RAS oncogene family",True,,,,,,,24.0,medium,na
4000,CD63,ENSG00000135404,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,CD63 molecule,True,,,,,,,93.8,not detected,not detected
4001,VPS51,ENSG00000149823,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,VPS51 subunit of GARP complex,True,,,,,,,53.2,low,medium
4002,OPHN1,ENSG00000079482,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,oligophrenin 1,True,,,,,,,7.1,low,low
4003,NME8,ENSG00000086288,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,NME/NM23 family member 8,True,,,,,,,0.0,not detected,not detected
4004,CRIPT,ENSG00000119878,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,CXXC repeat containing interactor of PDZ3 domain,True,,,,,,,17.5,not detected,not detected
4005,HAND1,ENSG00000113196,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,heart and neural crest derivatives expressed 1,True,—,F,—,,Y,True,0.1,not detected,na
4006,CASP9,ENSG00000132906,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,caspase 9,True,,,,,,,33.4,low,low
4007,AGGF1,ENSG00000164252,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,angiogenic factor with G-patch and FHA domains 1,True,,,,,,,14.8,na,na
4008,SRRT,ENSG00000087087,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"serrate, RNA effector molecule",True,,,,,,,31.6,medium,na
4009,A4GALT,ENSG00000128274,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"alpha 1,4-galactosyltransferase (P blood group)",True,,,,,,,11.8,na,na
4010,SLC5A1,ENSG00000100170,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,solute carrier family 5 member 1,True,,,,,,,0.2,not detected,na
4011,ARL2BP,ENSG00000102931,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,ADP ribosylation factor like GTPase 2 binding protein,True,,,,,,,36.0,low,low
4012,CACYBP,ENSG00000116161,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,calcyclin binding protein,True,F,—,—,,—,True,26.5,medium,high
4013,RPL11,ENSG00000142676,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,ribosomal protein L11,True,,,,,,,148.2,not detected,not detected
4014,CHAT,ENSG00000070748,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,choline O-acetyltransferase,True,,,,,,,0.2,not detected,not detected
4015,BIK,ENSG00000100290,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,BCL2 interacting killer,True,,,,,,,1.8,not detected,na
4016,PNLIP,ENSG00000175535,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,pancreatic lipase,True,,,,,,,1.6,not detected,not detected
4017,DEFB103A,ENSG00000177243,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,defensin beta 103A,True,,,,,,,0.0,na,na
4018,EIF4A2,ENSG00000156976,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,eukaryotic translation initiation factor 4A2,True,,,,,,,142.0,medium,na
4019,CYP3A4,ENSG00000160868,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,cytochrome P450 family 3 subfamily A member 4,True,,,,,,,0.1,not detected,not detected
4020,CCN2,ENSG00000118523,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,cellular communication network factor 2,True,,,,,,,30.7,medium,na
4021,SIPA1,ENSG00000213445,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,signal-induced proliferation-associated 1,True,,,,,,,7.7,not detected,na
4022,CNOT10,ENSG00000182973,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,CCR4-NOT transcription complex subunit 10,True,,,,,,,14.7,not detected,medium
4023,GLS,ENSG00000135423,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,glutaminase,True,,,,,,,1.2,low,na
4024,NME3,ENSG00000103024,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,NME/NM23 nucleoside diphosphate kinase 3,True,,,,,,,22.1,low,na
4025,MEFV,ENSG00000103313,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"MEFV innate immuity regulator, pyrin",True,,,,,,,1.2,na,na
4026,HOXA-AS2,ENSG00000253552,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,HOXA cluster antisense RNA 2,True,,,,,,,,na,na
4027,IGF2BP2,ENSG00000073792,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,insulin like growth factor 2 mRNA binding protein 2,True,,,,,,,6.7,low,na
4028,WNT7B,ENSG00000188064,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,Wnt family member 7B,True,,,,,,,0.5,na,na
4029,ARL13B,ENSG00000169379,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,ADP ribosylation factor like GTPase 13B,True,,,,,,,10.4,low,na
4030,VSTM2B,ENSG00000187135,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,V-set and transmembrane domain containing 2B,True,,,,,,,1.0,na,na
4031,ADCY1,ENSG00000164742,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,adenylate cyclase 1,True,,,,,,,1.2,na,na
4032,BANF1,ENSG00000175334,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,BAF nuclear assembly factor 1,True,,,,,,,60.0,medium,low
4033,EBPL,ENSG00000123179,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,EBP like,True,,,,,,,21.8,not detected,na
4034,ELP3,ENSG00000134014,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,elongator acetyltransferase complex subunit 3,True,,,,,,,18.9,medium,na
4035,PCK2,ENSG00000100889,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,"phosphoenolpyruvate carboxykinase 2, mitochondrial",True,,,,,,,1.8,not detected,not detected
4036,SFRP4,ENSG00000106483,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,secreted frizzled related protein 4,True,—,—,CTB,,Y,True,42.7,not detected,na
4037,STMN1,ENSG00000117632,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,stathmin 1,True,,,,,,,33.6,medium,not detected
4038,C4B,ENSG00000224389,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,complement C4B (Chido blood group),True,,,,,,,7.2,not detected,na
4039,OR2M4,ENSG00000171180,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,olfactory receptor family 2 subfamily M member 4,True,,,,,,,0.8,na,na
4040,SF3A2,ENSG00000104897,0.001478319,No data,No data,No data,No data,0.007391597,No data,No data,splicing factor 3a subunit 2,True,,,,,,,39.3,medium,na
